7/4/2022 16:47:14	Chainsaw Man. Cool, weird, funny, amazing, exciting, sad, confusing, horny. This manga took me places it was pretty fun.
7/4/2022 16:48:03	CSM. It was cool, weird, and dumb in a good at the same time. I'm really hyped for the next part to start, and I should probably read his other works sometime soon. 
7/4/2022 16:48:26	Crazy and nonsensical but amazing and somehow thought provoking at the same time.
7/4/2022 16:49:09	cool dumb ana amazing 
7/4/2022 16:49:19	Cool, weird, and funny
7/4/2022 16:51:04	I came across Fire Punch and decided to read it because the cover looked really cool. Initially I was hooked by how strong the plot seemed, the incest and constant sexual assault was a little weird, but the author is Japanese, so he probably doesn't know what regular sex is, so I let it slide. Up until halfway through the manga I was having a good time. The main character seemed a little remedial, but mf kinda burned to death for 8 years so it made sense. The transgender girl obsessed with movies was hard carrying the manga, but then...  after the fight in the city... The author must have ran out of fucking Adderall or gotten into a car accident or something, because Fire Punch spirals from being a good manga into a man phoning it in every week and writing the first thing that came to his mind. You know when celebrities fall off and people think they have been replaced by clones. Yeah, it wouldn't shock me if the author was cloned, because its hard to believe that the same person wrote the two halves of the story. The manga got so bad that I wanted the main character to go back and start fucking his sister again, it would have been a better read. W scam, W tax evasion, L manga, Fuck Titsaki Funjiminto or whatever, I'm not reading Chainsaw Man, deepthroat my balls. - NB
7/4/2022 16:51:29	It was CSM (i caught up at chapter 50), then FP. I thought it was raw af.
7/4/2022 16:51:51	Fire punch was my first Fujimoto work, the first thought I had after reading the first chapter was "nah please don't fuck your sister" but after that my first impressions were a cool, fun ,very RAW AND CHAOTIC style
7/4/2022 16:53:53	I thought Chainsaw Man was a bold title, this guy must have something interesting. I was right, but also surprised at almost every turn. And the art is rough in a beautiful way.
7/4/2022 16:55:27	The first manga I read from fujimoto was ChainsawMan. Out of everything Ive read csm is by far my favourite. Its immersive, gory but goofy, it presents the characters in a way that makes you love them, it complicates and normalizes death while also giving each one more depth than other anime/manga (for example, and you can blur this spoiler out,Akis death) , and it has pochita. I could write a whole book on it, but this is just a really short representation of my feelings on it. Pluto out✌
7/4/2022 16:55:56	I picked up Chainsaw Man on the recommendation of the manga community following my enjoyment of JJK and Hell's Paradise. I feel that though Fujimoto is incredibly versatile in his writing style with a great grasp of how to visualize literary themes and his desired symbolism. Fujimoto struggles with always grasping a sane plot line (looking at you Fire Punch) and tends to maybe run unrestrained against the will of his editors. His side cast in the terms of CSM are under-developed and because of his desired pacing being that of a quick run it leaves people as perhaps unfinished. I believe his one-shots may be forcing him to work more on developing characters past just basic motivation. For now, I feel that his depraved ideas and unmatched imagination that leads to beautiful paneling and story beats harms his overall narrative in the same breathe. 
7/4/2022 16:56:32	Okay I haven’t read chainsaw man yet and I plan to soon. But I tried to read fire punch one time. And with the first chapter being …. How it is. I stopped reading it cuz of the incest and crazy parts of it. I also wasn’t a fan of his art style in the fire punch first couple chapters. But his works are crazy over the top in a good way(with how gore-y they are). 
7/4/2022 16:58:47	I got the official printed Viz Media Volumes of Chainsaw Man.  Got about half of them at the time since the rest weren't localized in English yet.  Sadly I couldn't wait for them to come out and read the rest online and it was one of the best shonen mangas I've read.  I recently have most of the volumes now so I may go back to reread all of part 1 since it is such a good series.  I really like the comedy and the nonstop action set pieces Fujimoto put into Chainsaw Man.  Part 1 really wraps itself up nicely by the end as well.  Feels complete when you finish it but it also leaves some plot points to pick up in part 2.  Eagerly awaiting part 2 right now.  I read Goodbye Eri and Look Back shortly after I finished Chainsaw Man and they were really good one shots.  The most I can really say about them is that they're full of heart and meaning.  I loved them.  Fire Punch I haven't read yet, but it's on my manga list so I'll get to it eventually.
7/4/2022 16:59:58	I remember reading fire punch's beginning and thinking it was the most fucked up shit ever. Justifiable cannibalism, dictatorships with a literal power of burning their enemys forever, A DUDE WHO MAKES SLAVES HAVE SEX WITH DOGS. It definitely isn't for everybody, but i think everyone should give it a shot. Behind every fucked up thing there's a message he tries to convey, be it a critic on modern society's flaws or just how much he wants to be stepped on by a hot dom woman 
7/4/2022 17:01:44	My first introduction Tatsuki Fujimoto was Chainsaw Man and funilly enough it was also my very first manga and I thought it was fucking bombastically weirdly amazingly good and then I read Fire Punch which I liked the ending confused me but still liked it and the recent one shots he's done were peak writing peak fiction so so good.
7/4/2022 17:01:55	I first read CSM. It was such a big difference to any other manga/anime I’ve read/watched ever in the best way possible. 
7/4/2022 17:02:34	My first was chainsaw man, and i thought it was incredibly over the top, weird, but charming in a way. The ending blow my mind, but for me it was the newer one shots that perfected fujimoto´s style, pacing and paneling, and i fucking love it
7/4/2022 17:03:52	My first manga I read by Fujimoto was Chainsaw man. I remember the series just started and was already gaining popularity chapter by chapter, after a handful of chapters I wanted to give It a try because there were people already praising this series and It really interested me to see whats it about. So i started reading It weekly for about 2-3 months. I was already in love with Chainsaw man, so I did what i usually do with other manga, manhwa, anime that are not finished, I waited until the story was done. So, almost 2 years have passed and I go on twitter just to be surprised that the manga was announced to end in a few chapters, so I go and read It. The whole thing, not one single arc, not one single chapter not even one single panel was boring or uninteresting, everything about It was just what I expected from the few chapters I read at the beginning. So by the time I finished CSM I was interested in the author, Tatsuki Fujimoto, so I searched him and found some older works he has done before CSM, Look Back and Fire Punch. Because I was so interested in his writing style I began to read Look Back seeing It was just a oneshot. It blew me away just as he did with CSM. After that I took to read Fire Punch, I was a bit hesitant because this was his first manga that he wrote, I still gave It a shot.I read about 15 chapters, and while it shows that this is his first manga, its still a lot better than the average popular shonen. Of course when I heard he was dropping another one shot this year, Goodbye, Eri, I was absolutely hyped and excited to see what he prepared for us, and without a doubt, this Is it, another 10/10 series (in my opinion) along with CSM and Look Back. Right now, Tatsuki Is one of my favorite mangaka, and depending how good CSM part2 will be he might take the number 1 spot. Sorry for writing this whole paragraph. I am definitely looking forward to seeing how CSM will continue and very excited for other projects he has to give us.
7/4/2022 17:04:10	The first thing I read by Fujimoto was CSM in very early 2021. I found it through chance on Shonen Jump and fucking loved it. Very cool and very amazing👍
7/4/2022 17:04:55	Odd
7/4/2022 17:05:24	Fire Punch was my first Fujimoto manga. It was recommended to me by a friend and he recommended it to me on the sole basis that God/Religion/Mass Cultural beliefs are a theme of the story. When I first started, I found it mildly interesting. But I continued along because it was still just interesting enough. When Togata was introduced, I read solely for her. Then things started going more and more insane and I was HOOKED. I love the themes in Fire Punch. I love the ending. It still affects me. I love the crass sense of humour coupled with the deep themes.
7/4/2022 17:06:12	CSM, it was amazing and weird but in a good way, something very few things I read managed to accomplish.
7/4/2022 17:06:31	My first impressions of Tatsuki Fujimoto were from Chainsaw Man, and after reading the manga I thought that he was in someways a genius and in other ways batshit crazy. The absurdity of his work was great for the story telling purposes. Yet even with all of the absurdity in the story the characters still felt almost real, and with any of the characters being able to die added to this.
7/4/2022 17:09:08	cool, dumb, weird, amazing
7/4/2022 17:10:19	He slowly grew on me. My first impressions of him were on  Fire Punch and Chainsaw Man. Fire Punch, I didn't really understand it at first but I slowly started to like it and I couldn’t put it down and Chainsaw Man was just relatable because of the goals Denji set for himself ( and being a recent high school grad ) and add in the interesting characters, designs and world and I was hooked. 
7/4/2022 17:18:41	When reading csm it was quite the different feel from other manga l have read before, how l mean it is that is kind of relatable in the sense of wanting to be loved and the first 10 or 11 chapters where good funny to be honest and at chapter 10 or 11 was able to touch Power’s mama bags and when he did as you know he was disappointed, dissatisfied and of course one chapter after we go to the real mama bags Makima that moment was interesting he was able to touch someone intimate and also is some he loves.  From reading chapter 1 to chapter 97 where amazing. From the joy of just seeing Pochita to laughing at Kobeni’s suffering and of course the best waifu Kobeni’s car. These where some of the high moments of csm which made adore it and of there are those moments when l just hear the words of SNOWBALL Fight those words l just want to cry. Thank you Tastsuki Fujimoto for tormenting our feelings and ruining childhood stuff like snowball fight thank you lol l just to cry.  But honestly chainsaw man is just really amazing. Reading fire punch and the person that help Tastsuki Fujimoto and that person hell’s paradise still just half way done with that and is quite insane and interesting l feel a sense of Tastsuki Fujimoto which makes me laugh.   All of Tastsuki Fujimoto’s stories or the people that help him are all really good stories is just amazing. Idk what to say now l am just going to repeat myself now so yeah he is a monster a beast that will not forgotten for a while 
7/4/2022 17:20:11	Pretty weird for something in SJ, ig.
7/4/2022 17:21:07	First manga was Chainsaw Man. It was chaotic with a hint of madness (okay, "a hint" might be an understatement, that shit was balls deep insanity) with pacing that had me questioning if Barry Allen was working on it. Yet for some reason unbeknownst to me, I fucking dig it because of that absurdly fast-pacing, plus the adrenaline pumping action scenes. Also man's not afraid of doing certain things that most people would consider jarring and I respect him for that as well. The unpredictability of his manga subverts most of my expectations and I really love it when I get smacked across the head with something completely different to what I hypothesised, that's typically the case with most of Tatsuki Fujimoto's manga for me. 
7/4/2022 17:21:10	His work on Chainsawman is so incredibly written, impressing visualy and well done in every aspect in humour, sadness,happiness,importance of things,and the morals with the end where denji is finally free and have to take Care of someone is so stunning. I personnaly think that it has had a impact incredible on my way to think and the way I used to draw, it's so realistic and satiric and impredictable.  Like the famous vomit scene, the death of characters, the type of people, hell, the true meaning of makima, the lesbian girls, power's death, the representation of aki's death witch seem to be inspired from all the movies he watched and thé fact that it's from denji. It's also great to think if the questions liké every questions in every mangas but to really making denji reacting in an egocentrist way is super reversing, and more when it's after the only girls to be exploit at the fullest in the manga tell him that he's not normal IS suprising. It's so great to have characters taliing honestly in a manga and i Hope people will Make surprising manga like this.(Dandadan is great i know you repas it too). I Guess his shit as he say is pretty cool, and his works on others stuffs too.  My english is not that good sorry and i can't wait for part 2.  
7/4/2022 17:21:28	I first read fire punch at 9 years old, fucking big mistake, I dropped it in 1 chapter cause my only after I was traumatized. Recently got back into it after reading chainsaw man and that was a fucking ride. 10/10 story. I'm not gay but if fujimoto asked to hit, you know I'm butt booty naked already lubed up ready for him.
7/4/2022 17:24:24	At first it was chainsaw man and I didn’t had any hope for it I thought it going to be good but never expected to be such a masterpiece. fujimoto just slapped me cause of how incredible chainsaw man is. That why I think fujimoto is genius. Also sorry for bad english 
7/4/2022 17:26:12	The first work that i encountered from fugimoto was Fire Punch i haven't finished it yet (should do so after writing this ) but to this day i have never forgotten how raw & primal(?) the characters and events that happened in the manga felt, it was interesting and different i could feel the crazy side in the series and that attracted me. i encountered CSM couple years later and realized it was the same author so i decided to read it to see whether or not the author crazy side and approach to storytelling had changed or not and it didn't and i respect that, fugimoto is a good mangaka and storyteller he hasn't reached god tier yet but the guy loves what he is creating and it shows in his works and that makes a story feel genuine, so yea fugimoto is GOAT.
7/4/2022 17:28:20	Ayo, it’s Mr reaction streamer! I first found his work out through a youtube video about chainsaw man, it was just at the release of the final chapter and for some unknown reason I decided to watch a video that talked about a story I hadn’t read. I sadly got spoiled about the reveal of the gun devil, at the time, I didn’t think much of it, now I am fucking pissed. I decided to read the story since I had a job at the time which had hours of waiting between work. So I read it, and I haven’t been as entertained by a manga period. The amazing art, story and most importantly the jokes! At first I felt like the story was more comedy than drama, which was fine by me, yet as it kept going I found myself invested in every character, in what happened to them and how everything would end up for them. I got to the end and since I had gotten spoiled I was pissed because I knew who was answering that door at the end and the emotions I would've felt weren’t there. Either way the story was a 10/10 and I plan on reading his other works soon.   Idk regards? Cybe Things aka Cybe Reviews aka Famous swedish actor Moses Ternedal. 
7/4/2022 17:29:54	Dumb, pure genius and chaos. I love it. The scene where they play beach ball with a decapitated head in fire punch is my fav to this day. 
7/4/2022 17:30:15	I decided i would read both look back and goodbye eri as they were pretty short. My god was I suprised when i had basically found the best one shots i have read thus far. What really struck me about them was the masterful panelling and engaging story. Goodbye Eri is effortlessly in my top 20 even though it's so short. The twists and turns the story took had me in shock. I plan on reading both fire punch and chainsaw man in the future as I was thoroughly impressed by what Tatsuki Fujimoto offered in so few pages.
7/4/2022 17:30:37	My first work of his was Fire punch, when CSM wasn't even published yet, when I first read it, it hooked me instantly with its uses of immortality, its grim story and art style and its sense of humor, I read it to the end, then after word, kept up with CSM published chapter after published chapter, btw his other small unknown works like Goodbye eri or Look back were incredible
7/4/2022 17:31:33	Chainsaw Man was my introduction to his work. His action scenes are fantastic and characters are very unique! However I’ll admit his work isn’t perfect but I still enjoy it quite a bit. And this is coming from the perspective of reading Chainsaw Man, Fire Punch, Look Back and Goodbye Eri.
7/4/2022 17:31:44	csm as reccomended by a couple of people including my best friend. while reading it i was bewildered but entertained at the same time since it followed the usual story structure i enjoy the most (eg tg:re, naruto and jigokuraku) closely enough for the weirdness to make it better rather than worse.
7/4/2022 17:32:03	The first manga I read was Chainsaw Man and I thought that it had a lot of character, and I found myself becoming extremely interested in the relationships of all the characters.
7/4/2022 17:33:19	I don’t have deep thoughta while reading manga it’s either I like it or I don’t like it and I loved chainsaw man
7/4/2022 17:36:25	Came across CSM from a youtuber who was certain that it would be a mega hit. I loved it from the beginning to the end. It was unpredictable, sometimes it was pure chaos. I loved the chapters with no dialogue and only fighting at end. Also read fire punch, which made me cry at end
7/4/2022 17:49:27	Amazing and intriguing because I’ve never seen a shonen like it 
7/4/2022 17:54:27	Chainsaw Man was my first work of his that I've read.  I thought it was crazy awesome at first and then once stuff went REALLY crazy, it was reminding me of End of Evangelion in terms of how batshit insane it got towards the end of the manga.  Actually just read Fire Punch, Look Back and Goodbye, Eri this past week and honestly, Fujimoto is a GENIUS.
7/4/2022 18:06:27	Csm and it 10/10 then read his one shots and those where all 10/10 as well 
7/4/2022 18:06:40	My first Tatsuki Fujimoto manga was Chainsaw Man. I've never been a fan of shounen because I usually find it predictable and repetitive, but the instant I picked up Chainsaw Man I knew it was gonna blow my mind! I binged through the whole series in two days and immediately did some reasearch on Tatsuki Fujimoto for more content to absorb :)
7/4/2022 18:07:02	Honestly when i first read the fire punch it was pretty good, i could almost feel the action and the feeling behind the art and the story, but one thing that got me pretty disturbed, it was the canninalism and incest part. Even though there was an event when his sister ended up dying but somehow he just cant move on and still obsessed with her.  Also, i like the part where someone can change themself in the story no matter who they are.
7/4/2022 18:09:35	My first impression was the CSM manga earlier this year. My ADD brain instantly clicked with the fast paced paneling and storytelling. It was both hilarious and shocking in all the right ways. The world and characters are put together with a lot of care that is clear from the first few arcs. It doesn't overstay its welcome and brings a satisfying conclusion, leaving me in anticipation for the next part. 
7/4/2022 18:09:51	I loved Fire Punch because although it didn't have as much comedy as CSM, it had all the twists and turns that we love Tatsuki Fujimoto for. Anytime I get into a conversation about CSM, I always be sure to bring up Fire Punch and Tatsuki Fujimoto's oneshots
7/4/2022 18:09:58	My first exposure to Tatsuki Fujimoto’s work was Chainsaw Man like so many other people. When I first read it I liked it a lot but didn’t think too much of it, it was just some dumb goofy fun. A couple months later I ended up having the urge to read it again and absolutely fell in love with it. I then immediately read Look Back, then Fire Punch and by the time Goodbye Eri came out I had reread all of his series multiple times. I realised that all of his series just have a certain rawness and authenticity to it that really appeals to me, it felt so distinctly different from other Shonen stories in a way that was really refreshing.
7/4/2022 18:13:18	My first experience with Fujimoto Sensei was with Chainsaw Man, and while that is one of my favorite mangas of all time, Goodbye Eri hit me harder than anything I ever read, the drawings are so beautiful and recognizable, the conversations between characters come off so naturally, just like you're actually watching two people on their day to day business, the writing is also amazing, it paces itself perfectly, knows when to accelerate, slow down and hit ya with a good'ol plot twist, reading Fujimoto is way more than reading manga, it's like, experiencing a real life occurrence, and it's so so so so so good and enjoyable to read, and I think Goodbye Eri is the is the most emersive and probably the best piece of writing I have ever set my eyes on.
7/4/2022 18:15:28	I read Fire Punch. didn't finish it but read like 60~ chapters. I thought it was kinda nice and the concept was like generic and very very unique at the same time, I really really loved the art style, very unique.  It did start to get boring though; you can see he tried making every step of the journey unique and enjoyable (at least in my opinion) but what made this story boring for me is that even through all the plot twists and cool things happening, the vibe itself almost never changed (not like other mangas are different, except like vinland saga for example) and when it did, it quickly went back.  If I were to take anything about this manga on the author himself, I'd immediately bring up this vibe that the whole story had, it's really hard to put into words but I can just feel it, strongly in each and every chapter, page and even panel of him.  sorry if this impression wasn't the most helpful (It's like 4am for me rn) but I hope you can understand at least a bit of what I meant.
7/4/2022 18:17:33	My first thing I read by him was chainsaw man. I like the character designs I think he was inspired from Abara with the chainsaw man. Also I read look away  
7/4/2022 18:17:34	Hm well for me , it started with chainsaw man but at first , i was very critical of it but i gave it a try Because i heard all the good things about it and all the hype surrounding it & so i checked out his other works like fire punch and his one-shots and i gotta say , its impressive and it probably one of the coolest manga ive ever read , its a 6.5/10 for me .
7/4/2022 18:23:23	I had a blast reading all of Tatsuki Fujimoto's one-shots in one day, and reread several of them often! Goodbye Eri blew my mind. It's definitely my favorite and I'd love for it to get an anime movie adaptation or something like that. Look Back was just saddd but I enjoyed looking into the life of manga authors, as well as the unique situations the characters faced. His first one with the chickens wasn't the best to read, but it had it's funny moments and shocking twists. Shikaku was hilarious and heartwarming. I'd love to see a slice-of-life manga with just the everyday lives of these two. Little Sister's Elder Sister was the first one-shot of his that I read, and even though it was a little (vine boom) I had a blast reading it and just adore the ending. All of Fujimoto's one-shots are masterpieces to me, but these one's definitely stood out the most.
7/4/2022 18:29:32	My first manga from him was fire punch and I loved it so much I read it in a day. 
7/4/2022 18:29:47	When I first started CSM I thought it was just a comedy but near the end it almost made me cry,
7/4/2022 18:32:18	i’ve been buying and immediately reading every chainsaw man volume since the first, and i really enjoyed the betrayal as well as the realism that he shows in the personalities of his characters. i picked up fire punch volume 1 recently, but i haven’t read it yet, and i’m looking into some of his one shots. from my experiences with him on social platforms, he really likes food. really fucking likes food. anyway, he has a huge amount of potential as an author and is throwing out masterpiece after masterpiece, and i look forward to chainsaw man part 2.
7/4/2022 18:34:06	CSM was an amazing experience, which led me to fire punch..... which was an experience to say the least. Fire Punch left me feeling weird.
7/4/2022 18:34:10	I first came across Chainsawman while looking at the shonen jump app for a new manga to read since I just finished my first manga (Demon Slayer). I thought it sounded cool so I started reading it and I thought it was pretty cool and funny, but by the time I caught up to the current chapter at the time (around chapter 85) it was clear to me that this was something special. Reading the last 15-ish chapters weekly is still, to this day, the best weekly manga experience ive ever had (followed closely by Dandadan). When Chainsawman part 1 ended and they announced part 2 and the anime, I had genuinely never been as hyped before as I was that day. A little while later I read Fire Punch which was amazing at the start but the last few volumes were only kinda meh to me. Later I decided to re-read Chainsawman again and I loved it even more that time! It became my second favorite manga (which it still is) only behind Jojo. Later I read his Nayuta oneshot and another oneshot. They were good. Look Back was AMAZING so after  it came out I decided to read all of his oneshots (which are all worth reading) Goodbye Eri instantly became my favorute oneshot when that came out. Fujimoto is tied with Araki as my favorite mangaka of all time. All of his manga mean a lot to me. Ive read through Chainsawman 4 times and it gets better everytime! I AM SO HYPED FOR THE PART 2 PREMEIRE NEXT WEEK!!!!
7/4/2022 18:46:10	It was CSM. The very first page enticed me, specifically because the line about how the main character sold one of his testicles made me giggle. I continued reading and caught up quickly since there was only 3 chapters. I began keeping up weekly and, before long, it became my favorite piece of fiction ever and Fujimoto became my favorite writer.
7/4/2022 18:49:53	My first Tatsuki Fujimoto manga was CSM, I had heard some good things about it and the dude on the front over was cool so I checked it out. I ended up finishing it that day and was only left with a mixture of awe, confusion, and excitement for what would come next. So far i have read CSM, Fire Punch, and Goodbye, Eri; with all of these works making him one of my all time favorites up there with Berserk's Kentaro Miura and Monster's Naoki Urusawa. Long story short, I think he's fucking great. (Btw I think you're videos are criminaly underrated and deserve more recognition, keep up the good shit).
7/4/2022 18:55:03	CSM; I thought it was amazing. The concept of a Shonen being that dark, gory, and heartbreaking has never crossed my mind. Of course it still has the troupes of most shonen, but I believe it to be the best 97 chapter manga I’ve ever read. 
7/4/2022 19:03:02	My first manga by Fujimoto was chainsaw man. I had heard of fire punch but I never tried to read it. Even the first time I read chainsaw man, I thought the manga was so cool and I made it read to all of my friends. It had only 10ich chapters at that time. 
7/4/2022 19:05:09	Fujimoto stunned me with how hilarious and action packed Chainsaw Man was. Then I decided to read Fire Punch, and that stunned me. Then I read his one shots as they were published, and each time I was blown away at how that man writes.
7/4/2022 19:05:38	Chainsaw man this shit was just fucking unhinged 💯💯
7/4/2022 19:12:27	I had heart a lot about chainsaw man before I read it. Heard it was quite good and I had very high expectations. Read it in a day and it somehow topped my expectations. Csm is the perfect short shounen. From the story to the beautiful art and choreography is perfect imo. Characters were sooo fuckin good. I literally liked every character. They were also amazingly developed for such a short manga. It became my number one manga at the time I read it (I haven't read much good/acclaimed mantas) but recently Oyasumi Punpun has topped it
7/4/2022 19:13:29	Got recd CSM by Scamboli I think and I went in not having read manga in YEARS. Shit blew me away. Gorgeous art. Great charecters (fuck spelling). Anyway first impression was a thumbs up. Goodbye Eri got some tears outta me at work which was fun I guess. Hasn’t happened since I read Flowers for Algernon in like Highschool.   Tl;dr: First impression good
7/4/2022 19:18:06	Chainsaw Man Chapter 21
7/4/2022 19:28:31	Chainsaw Man. Great read. My favourite of his work so far is Goodbye Eri.
7/4/2022 19:34:28	First thing I read from him (like most I’m sure) was Chainsaw Man.  I absolutely loved it.  I thought it was both the most batshit, deranged thing ever while also being one of the most clever and well thought out stories I’d seen in a while.  After going off to read Fire Punch and Look Back (haven’t gotten around to his other one shots but I will) he’s become one of my favorite mangaka’s working today. 
7/4/2022 19:43:00	CSM was the first piece of work I’ve seen from him. And it was Amazing, funny and weird he definitely has his own unique style to his work of art and storytelling. I believe even though his work is already blowing up even more now it’s gonna become Iconic and a big staple once the anime of CSM drops. I’ve started reading Fire punch as well and really love the heavily emotional weight of it. Cant wait to continue part 2 of the CSM manga. 
7/4/2022 19:50:01	i heard of chainsaw man first, but i finished fire punch first honestly i couldn't really compute anything other than the batshit insane story and set pieces but it didn't take long for me to realize that the whole story is a huge metaphor for depression and stuff and the story didn't really stuck with me until i slept on it for a few days but overall i liked it alot the wackass characters and all the emotional beats worked really well
7/4/2022 19:52:32	CSM, its cool and has a very simple story, but it lacks the one thing I always look for on stories the most "Development" and "Worldbuilding" in short it lacks DYNAMISM, sure it has some small developments here and there but I can't shake off the feeling of the Flatness in it, nevertheless its still a Cool and Great manga
7/4/2022 19:57:03	I read fire punch volume 1 first. Felt weird. Didn't continue with it. Read all of chainsaw man twice since then. Still waiting on fire punch restocks to pick it back up. 
7/4/2022 19:58:25	I loved it, the little dialogue and how well structured the panels are and the fast pace of each chapter
7/4/2022 19:58:28	My first impression that I had coming across a manga by him was that the art work was amazing. The first manga that I read from him was CSM and I think it was cool, dumb and weird in some parts, funny and amazing 
7/4/2022 20:09:46	CSM was the first Fujimoto work I read. i heard many good things about it so i had high expectations, although i didnt know what to expect. at the time i was reading it, i was fucking obsessed with it. it was so cool so crazy so fresh from what i usually read
7/4/2022 20:16:04	Obviously, most of us knew about Fujimoto from CSM and all the hype built around it before Spy Family just absorbed most of it. I was planning on watching the anime before reading that anime and when a friend of mine shared a panel where it was just 3 pages based on a conversation between Agni and Togata and thought it was kinda of experimental, compelling and might I say even bold. That's how I got introduced to Fujimoto.  When I came around to reading Fire Punch I couldn't be more amazed by the underlying narratives that drive most of the characters between the extreme cultist understanding of religion to the twisted wisdom of those that lived for more than a century all tied together within Sun and Judah's (as well as Togata) character arc respectively and don't get me started with Doma. It's a story that encompasses a bold social commentary.  The underlying issues I have had with the story is perhaps that it was too short and never delved into the nuances with regards to characters such as the ice witch and Doma's family members. But given the experimental nature of the story I didn't mind any of these issues. (Perhaps something that would be expanded upon on CSM).  It's a shame that I really can't give a broader scope or review on a manga author that I taken a liking towards (Alongside Urusawa, Asano and Oshimi). I'm very new to manga started 6 months ago after getting very tired of anime and got introduced to Oyasumi Punpun (NOT A GOOD FIRST MANGA BUT HOLY SHIT).  If there's something more I wanna say I just wanna tell you that I'm very glad your content has recently gained traction and you are an amazing content creator that deserves all the attention. Keep up the good work, College Sucks and enjoy life man. Peace out  -MEH KING  
7/4/2022 20:28:38	i thought wow this guy is a genius after finishing chainsaw man then i read every single other one shot he did and loved them all its just so weird bizarre in a good way 
7/4/2022 20:39:53	Csm was the first and it was funny, amazing, and just all around brilliant writing, combine with amazing visuals and very compelling and realistic characters.
7/4/2022 20:50:10	Amazing 
7/4/2022 20:55:45	The first thing I read of his work was Fire Punch and I had a very odd experience. By the first few chapters I thought the premise was completely ridiculous because of how extreme it went with its dark themes so quickly. But I felt that it was worth it to keep reading just based on how unique the art style was. When I reached the point where the main villian gives their motivations speech, I was in such utter disbelief from what I read I searched for other people's reactions and discussions about it to see if I had just read a trolly fan's translation of it. Once I had reached the end of story I felt mildy satisfied from what I read, but later on it felt like it was pretty amazing thinking back on how it started.
7/4/2022 21:03:08	The first manga that i read from Tatsuki Fujimoto was chainsaw man, i was looking for manga recomandations, and saw a video called something like "the mos brutal shonen jump manga" i got interested, after the video i went straight to read the manga. If im not wrong it was one of my first manga, like in the first 5, and i like it, i finished it in a day, because it was interesting. But after a while i randomlly saw a manga called fire punch, it was at a mall, i saw it on a shelf, when i lookt at the cover, idk why but my first tought was "this must be some gay manga" . But at home i did some research and found out that is from the same authour from chainsaw man. I tried to read it, and dropped it after some chapters it was to muc for me, but eventually I got back to it, and what to say, it made me cry, the personajes where there realistic, with realistic problems, u care about them, and the finale was so beatifull, so yeah, now Fujimoto is one of my favorite authours and im looking forwoard to see hes future works. Btw every year I come back at "fire punch." And re-read it, and it never fails to impres me. And im sorry for all the gramatical shot ive done there.
7/4/2022 21:03:15	CSM, all of those except garbage none of it is garbage  its... surreal is the best I can do
